,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.473932611802547,-1.632741474776501,1.361405629850872,0.9644032786216917,-1.556523881472867,0.161115135207336,0.8494761409983641,-1.5407863021737636,0.7437026273659975,0.05760930789998294,-1.317958894380302,-0.05260542981287569,0.4106876541185934,-0.29381856691774594,-0.3483027657601884,-0.6242182265205177,0.537669348643991,-0.03480433214263338,-0.4923002157643488,0.01664274699208928,-0.31600785945111776,-0.48183988319215837,0.1620018625699819,-0.2428259441276218,-0.16097864223105646,3
1,-4.356680255278771,-0.054942201053576806,2.04141080098733,1.5350038636554817,0.2828284584614858,1.6232953725930264,0.7879400052957195,0.20663420808093694,1.0069051573569903,0.845836211792847,-1.7040079832191586,1.1672158799965624,-0.34261199536971043,0.266297857581099,-0.29096343399763824,-0.2156490419250635,0.4798149917944938,-0.36929041840421833,0.9274246725478315,-0.5747522398298465,-0.29419077077354133,-0.8540666770806855,-0.40489280098444574,-0.6478635639329561,0.0016975981569842943,3
2,-4.249744688717584,2.5681266490326715,4.41982207715774,-0.15966981233685787,-1.9202521021839778,1.110052901202988,-1.4671870182640192,0.32586826349017883,0.8347408602696125,1.4829315394848859,0.259183455688939,2.4135923546622866,0.8135949203649568,0.20983918125225776,0.35904590572118084,1.586159984292811,-0.5746987131436687,0.8391538723629081,0.12572109829432287,-0.35366315716324914,0.27223956597825505,-0.36275787638942236,-0.22977437043891719,0.7010584248338054,-0.35897884366643906,4
3,3.013314149616188,0.7379496059979902,2.4350985583908726,3.3448050251981716,1.3284007383601784,-2.369363803783067,1.1924176172905685,0.3655622500714393,-0.21680600316778528,-0.048604724442064796,-0.13354706631716742,-1.4061107239659931,0.5773920352590264,1.1401468732004638,0.9955060419498969,-1.7242933441132553,-0.6289341769235062,0.4798379687126159,-1.4384162836240397,0.17274015502743653,0.20625229756566668,-0.5532648033170334,-0.16832765098536237,-0.44778856870963535,-0.4702844627176819,3
4,-4.249014446181203,5.977804654656208,-0.46361373599217653,0.7808438489490737,2.885456037238126,0.07693014435448989,-0.4056947601827865,-0.35342004055027987,0.8021722982801834,1.259572678017523,-1.6116156612876122,0.1388147147475592,1.1146434800207974,-0.0985225422422124,-0.26946972037438377,-0.2034985164030146,0.837702955258026,-0.2205964489806399,1.6463008955526806,0.8022625387804837,0.0946487791869067,-0.2458283881301665,0.3963788290765712,-0.13499036012017573,-0.44471122548020087,3
5,-3.3432298153167834,-1.742768979141595,1.076572087477869,-0.37735509090982683,-1.5276587766987118,2.005539127323986,-0.2698775581004635,0.7035387017411087,0.42753101429407914,1.21869732966652,2.1322396246984856,1.619067275609087,-1.72132063389434,0.22096674237526223,1.62561452981592,0.22602219857751435,0.3299818874817358,0.1272142879625972,-1.3399662208213063,0.3721534812291203,0.2586457687466455,-0.3509812650961922,0.4821935623424564,-0.08684891579883873,-0.5799673852883303,4
6,-0.34512908931987496,4.4240096871559915,-1.6107647249951036,1.2381337789980849,-0.3500310668544112,0.6272358219026642,0.8073213542294848,-0.23190653698745628,0.8654501412907503,0.4536326756733358,-1.1249833735283519,1.32866339543978,0.7153535642099647,-0.4611219292134005,-1.2224767384406305,0.5871385815674799,0.7176077168118113,-0.1243314428508624,1.2185881173253106,0.695186736277164,-0.08832069058094273,-0.3944327759552143,0.32467492809350634,-0.2403497860384013,0.26441708845386713,3
7,-3.288922201448847,4.008055275410415,-0.33220260115065536,-0.8115803887045285,-0.07205205993469724,1.4395808102188334,-1.9776018256246382,-2.2021708940934897,-0.8056354206266584,-1.2374538304996308,1.4926332182287994,0.6563705317819711,-1.155346263284086,-0.2415763821766473,-0.44166178123948957,-0.6803910837383655,-1.30517315345555,1.3434400005581792,0.3328204868604796,0.0745604161588312,-0.15433963908761544,0.40307609294215846,-1.1070763971735555,0.4278884760505968,-0.5162488125447486,3
8,-3.124726646175475,6.279656327679346,0.6435132246833899,-0.8247081182792708,0.31114409369982077,-0.2131662815487794,-2.8950725816886815,0.5299874582514962,-1.5013107135534907,0.370881982921907,-0.629855211595977,0.4960152865069174,-0.2563095659549551,0.5129670859607302,0.01912692213381806,1.149649296239367,0.1344212162594255,-1.1360306872075154,-0.614820947044388,0.7465951778756913,0.5756118470313835,0.7031155335948005,0.11505054681669975,-0.19702863114745986,-0.575410906664407,3
9,-3.290902982149851,1.7294963532813277,-1.1874379475709809,-1.1550869191008815,0.714571917416891,1.3161474065596184,1.9603584290263414,0.06527052076589691,0.020080599257734925,-1.3206199356110737,1.223889888870272,-0.03215394314008269,-0.0880962968745655,-0.041154358838329574,-0.038346067454371094,-0.27037119210370447,-1.166529334451913,-0.942934602897892,-0.2832163723832847,0.18304820554714651,-0.08001242764252726,0.7524381964254379,-0.3748501639557042,0.44224921590306027,0.30772388204044077,3
10,-3.3940064168790665,-0.5449427238671125,-0.49284621460279765,-0.3116860870296845,1.243908223823208,-1.02089804807727,-0.13932104658866543,-0.5363133921233528,0.657626487868331,0.12649956744172874,-0.16451328242185614,-0.04561450367495267,-1.9458406744460959,-0.18815062967068238,0.4013716645187599,0.03352255963555154,-0.4531306431794398,1.3516011717806304,1.5629784497141455,0.057109847030228617,-0.5668354061064032,-0.4433474807705542,0.39568559803041786,-0.17708877975212517,-0.4510177186664869,3
11,-4.085312625578997,6.982705363484463,2.5739907305703755,0.12820663739127533,-1.0193154926125116,1.03119774323942,1.4868367950377628,-1.134731425154077,-0.22732769669523495,0.729225426654455,-0.7167226210954706,0.11570604549504446,0.21668626677742603,0.8379745478975491,1.979027699553473,0.2840941213504112,0.7786381832708194,0.4156899546653234,-1.0390680216497423,0.007000085656156559,-2.2220288999738673,-0.21807702625556732,-1.36793188244747,-0.1897585007122306,0.09656942217661556,3
